"","Individual","ID_plot","Colony","date_collected","collector","abdomen_length","body_length","body_width","ant3_length_left","femur_length_left","tarsus_length_left","tibia_length_left","rostrum_length","head_width","ant3_length_right","femur_length_right","tarsus_length_right","tibia_length_right","head_length","thorax_width","Rhinaria_left","Rhinaria_right","Rhinaria.mean","ant3_length","tarsus_length","femur_length","tibia_length","Rhinaria.asym","ant3_length_asym","tarsus_length_asym","femur_length_asym","tibia_length_asym"
"1","NA-2-A",NA,"NA-2",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
"2","NA-2-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"3","NA-2-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"4","NA-2-D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"5","NA-2-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"6","NA-A-right antenna.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"7","NA-B-right antenna.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"8","NA-C-right antenna.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"9","NA-D-right antenna.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"10","NA-E-right antenna.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"11","Nh_10-1-A","Nh_10","Nh_10-1","17.08.2020","Maud + Elena",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,8,11,9.5,0,0,0,0,-3,0,0,0,0
"12","Nh_10-1-B","Nh_10","Nh_10-1","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,12.5,0,0,0,0,3,0,0,0,0
"13","Nh_10-1-C","Nh_10","Nh_10-1","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,12,5,8.5,0,0,0,0,7,0,0,0,0
"14","Nh_10-1-D","Nh_10","Nh_10-1","17.08.2020","Maud + Elena",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,10,12,11,0,0,0,0,-2,0,0,0,0
"15","Nh_10-1-E","Nh_10","Nh_10-1","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8.5,0,0,0,0,-1,0,0,0,0
"16","Nh_10-1.2-A","Nh_10","Nh_10-1.2","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,12.5,0,0,0,0,-3,0,0,0,0
"17","Nh_10-1.2-C","Nh_10","Nh_10-1.2","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,13,0,0,0,0,-4,0,0,0,0
"18","Nh_10-1.2-D","Nh_10","Nh_10-1.2","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,12,0,0,0,0,2,0,0,0,0
"19","Nh_10-1.2-E","Nh_10","Nh_10-1.2","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,10.5,0,0,0,0,-1,0,0,0,0
"20","Nh_10-2-A","Nh_10","Nh_10-2","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,22,0,0,0,0,-4,0,0,0,0
"21","Nh_10-2-B","Nh_10","Nh_10-2","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8.5,0,0,0,0,-17,0,0,0,0
"22","Nh_10-2-C","Nh_10","Nh_10-2","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,18,0,0,0,0,2,0,0,0,0
"23","Nh_10-2-D","Nh_10","Nh_10-2","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,-12,0,0,0,0
"24","Nh_10-2-E","Nh_10","Nh_10-2","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,-16,0,0,0,0
"25","Nh_10-3-A","Nh_10","Nh_10-3","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,9.5,0,0,0,0,11,0,0,0,0
"26","Nh_10-3-B","Nh_10","Nh_10-3","17.08.2020","Maud + Elena",0,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,0,14,7,0,NA,NA,NA,-14,0,0,0,0
"27","Nh_10-3-C","Nh_10","Nh_10-3","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,17,0,8.5,0,0,0,0,17,0,0,0,0
"28","Nh_10-3-D","Nh_10","Nh_10-3","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,10.5,0,0,0,0,9,0,0,0,0
"29","Nh_10-3-E","Nh_10","Nh_10-3","17.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,11,0,0,0,0,-8,0,0,0,0
"30","Nl_14-1-A","Nl_14","Nl_14-1","06.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,0,0,0,0,0,0,0,0,0
"31","Nl_14-1-B","Nl_14","Nl_14-1","06.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,14,0,0,0,0,-2,0,0,0,0
"32","Nl_14-1-C","Nl_14","Nl_14-1","06.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7.5,0,0,0,0,-1,0,0,0,0
"33","Nl_14-1-D","Nl_14","Nl_14-1","06.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,15.5,0,0,0,0,-1,0,0,0,0
"34","Nl_14-1-E","Nl_14","Nl_14-1","06.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,11,0,0,0,0,2,0,0,0,0
"35","Nl_14-2-A","Nl_14","Nl_14-2","30.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,13.5,0,0,0,0,-1,0,0,0,0
"36","Nl_14-2-B","Nl_14","Nl_14-2","30.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,0,0,0,-2,0,0,0,0
"37","Nl_14-2-C","Nl_14","Nl_14-2","30.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7.5,0,0,0,0,-1,0,0,0,0
"38","Nl_14-2-D","Nl_14","Nl_14-2","30.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,11.5,0,0,0,0,-7,0,0,0,0
"39","Nl_14-2-E","Nl_14","Nl_14-2","30.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,18,0,0,0,0,2,0,0,0,0
"40","Nl_14-A-A","Nl_14","Nl_14-A","04.09.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,-2,0,0,0,0
"41","Nl_14-A-A","Nl_14","Nl_14-A","04.09.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,17,0,0,0,0,8,0,0,0,0
"42","Nl_14-B-B","Nl_14","Nl_14-B","04.09.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,19,0,0,0,0,4,0,0,0,0
"43","Nl_14-B-B","Nl_14","Nl_14-B","04.09.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,15,0,0,0,0,-2,0,0,0,0
"44","Nl_14-C-C","Nl_14","Nl_14-C","04.09.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,18.5,0,0,0,0,-9,0,0,0,0
"45","Nl_14-C-C","Nl_14","Nl_14-C","04.09.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9.5,0,0,0,0,1,0,0,0,0
"46","Nl_14-D-D","Nl_14","Nl_14-D","04.09.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,28,29,28.5,0,0,0,0,-1,0,0,0,0
"47","Nl_14-E-E","Nl_14","Nl_14-E","04.09.2019","Judith",0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,17,21,19,0,NA,0,NA,-4,0,0,0,0
"48","Nl_55-1-A","Nl_55","Nl_55-1","07.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,18,0,0,0,0,2,0,0,0,0
"49","Nl_55-1-A","Nl_55","Nl_55-1","07.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,10,0,0,0,0,8,0,0,0,0
"50","Nl_55-1-A","Nl_55","Nl_55-1","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,18,0,0,0,0,2,0,0,0,0
"51","Nl_55-1-A","Nl_55","Nl_55-1","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,10,0,0,0,0,8,0,0,0,0
"52","Nl_55-1-B","Nl_55","Nl_55-1","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,11.5,0,0,0,0,-3,0,0,0,0
"53","Nl_55-1-B","Nl_55","Nl_55-1","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,19.5,0,0,0,0,5,0,0,0,0
"54","Nl_55-1-B","Nl_55","Nl_55-1","07.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,11.5,0,0,0,0,-3,0,0,0,0
"55","Nl_55-1-B","Nl_55","Nl_55-1","07.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,19.5,0,0,0,0,5,0,0,0,0
"56","Nl_55-1-C","Nl_55","Nl_55-1","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,12.5,0,0,0,0,-11,0,0,0,0
"57","Nl_55-1-C","Nl_55","Nl_55-1","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,18,0,0,0,0,-6,0,0,0,0
"58","Nl_55-1-C","Nl_55","Nl_55-1","07.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,12.5,0,0,0,0,-11,0,0,0,0
"59","Nl_55-1-C","Nl_55","Nl_55-1","07.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,18,0,0,0,0,-6,0,0,0,0
"60","Nl_55-1-D","Nl_55","Nl_55-1","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0
"61","Nl_55-1-D","Nl_55","Nl_55-1","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,13.5,0,0,0,0,-3,0,0,0,0
"62","Nl_55-1-D","Nl_55","Nl_55-1","07.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0
"63","Nl_55-1-D","Nl_55","Nl_55-1","07.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,13.5,0,0,0,0,-3,0,0,0,0
"64","Nl_55-1-E","Nl_55","Nl_55-1","07.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,16.5,0,0,0,0,1,0,0,0,0
"65","Nl_55-1-E","Nl_55","Nl_55-1","07.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6.5,0,0,0,0,-5,0,0,0,0
"66","Nl_55-1-E","Nl_55","Nl_55-1","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,16.5,0,0,0,0,1,0,0,0,0
"67","Nl_55-1-E","Nl_55","Nl_55-1","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6.5,0,0,0,0,-5,0,0,0,0
"68","Nl_55-2-A","Nl_55","Nl_55-2","29.08.2019","Judith",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,17,0,8.5,0,0,0,0,17,0,0,0,0
"69","Nl_55-2-A","Nl_55","Nl_55-2","29.08.2019","Judith",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,12,8.5,0,0,0,0,-7,0,0,0,0
"70","Nl_55-2-A","Nl_55","Nl_55-2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,8.5,0,0,0,0,17,0,0,0,0
"71","Nl_55-2-A","Nl_55","Nl_55-2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,8.5,0,0,0,0,-7,0,0,0,0
"72","Nl_55-2-B","Nl_55","Nl_55-2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,13.5,0,0,0,0,-11,0,0,0,0
"73","Nl_55-2-B","Nl_55","Nl_55-2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,11,0,0,0,0,-4,0,0,0,0
"74","Nl_55-2-B","Nl_55","Nl_55-2","29.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,13.5,0,0,0,0,-11,0,0,0,0
"75","Nl_55-2-B","Nl_55","Nl_55-2","29.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,11,0,0,0,0,-4,0,0,0,0
"76","Nl_55-2-C","Nl_55","Nl_55-2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,8,0,0,0,0
"77","Nl_55-2-C","Nl_55","Nl_55-2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8.5,0,0,0,0,1,0,0,0,0
"78","Nl_55-2-C","Nl_55","Nl_55-2","29.08.2019","Judith",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,8,0,0,0,0
"79","Nl_55-2-C","Nl_55","Nl_55-2","29.08.2019","Judith",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,9,8,8.5,0,0,0,0,1,0,0,0,0
"80","Nl_55-2-D","Nl_55","Nl_55-2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,10.5,0,0,0,0,11,0,0,0,0
"81","Nl_55-2-E","Nl_55","Nl_55-2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,10.5,0,0,0,0,9,0,0,0,0
"82","Nl_55-3-A","Nl_55","Nl_55-3","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,11.5,0,0,0,0,7,0,0,0,0
"83","Nl_55-3-B","Nl_55","Nl_55-3","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,0,0,0,0,2,0,0,0,0
"84","Nl_55-3-C","Nl_55","Nl_55-3","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,11.5,0,0,0,0,-11,0,0,0,0
"85","Nl_55-3-D","Nl_55","Nl_55-3","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,11,0,0,0,0,-10,0,0,0,0
"86","Nl_55-3-E","Nl_55","Nl_55-3","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,13.5,0,0,0,0,-11,0,0,0,0
"87","Nl_55-4-A","Nl_55","Nl_55-4","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,14,18,16,0,0,0,0,-4,0,0,0,0
"88","Nl_55-4-B","Nl_55","Nl_55-4","12.08.2020","Maud + Elena",0,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,12,9,10.5,0,NA,NA,NA,3,0,0,0,0
"89","Nl_55-4-C","Nl_55","Nl_55-4","12.08.2020","Maud + Elena",0,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,6,9,7.5,0,NA,NA,NA,-3,0,0,0,0
"90","Nl_55-4-D","Nl_55","Nl_55-4","12.08.2020","Maud + Elena",0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"91","Nl_55-4-E","Nl_55","Nl_55-4","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,7,5,6,0,0,0,0,2,0,0,0,0
"92","Nl_55-4.2-A","Nl_55","Nl_55-4.2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,8.5,0,0,0,0,-9,0,0,0,0
"93","Nl_55-4.2-B","Nl_55","Nl_55-4.2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0
"94","Nl_55-4.2-C","Nl_55","Nl_55-4.2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,9,0,0,0,0,-2,0,0,0,0
"95","Nl_55-4.2-D","Nl_55","Nl_55-4.2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,13,0,0,0,0,2,0,0,0,0
"96","Nl_55-4.2-E","Nl_55","Nl_55-4.2","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,0,0,0,0,8,0,0,0,0
"97","Nl_55-5-A","Nl_55","Nl_55-5","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,14.5,0,0,0,0,-11,0,0,0,0
"98","Nl_55-5-B","Nl_55","Nl_55-5","12.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0
